en,zh_CN,pos,description
DialKeys style,DialKeys 风格
Microsoft Sudoku,Microsoft Sudoku
White thumbpads,白色键盘
Brilliant Black for Windows Media Player,Brilliant Black for Windows Media Player
Microsoft Program Launcher,Microsoft Program Launcher
Program Launcher,Program Launcher
Launcher,Launcher
Accelerated Cost Recovery System,加速折旧法
acquisition date,购置日期
bonus depreciation,额外折旧
consumption depreciation method,工作量法
derived depreciation book,衍生折旧帐簿
disposal date,处置日期
projected depreciation,预估折旧
service life,使用年限
salvage value,残值
scrap value,残值
amortize,摊销
asset book,固定资产帐簿
book value,帐面价值
depreciation book,折旧帐簿
depreciation convention,折旧惯例
factor depreciation method,系数折旧法
manual depreciation method,手动折旧法
MACRS,调整过的加速折旧法
place in service date,投入使用的日期
straight-line service life depreciation method,平均年限法
straight-line service life remaining depreciation method,平均剩余年限法
recovery period,回收期
endpoint action data policy,终结点操作数据策略
endpoint action policy,终结点操作策略
intercompany,内部公司
mandatory field,必填字段
optional field,可选字段
transformation,转换
value mapping,值映射
value substitution,值替换
action,操作
transport adapter,传输适配器
asynchronous data exchange,异步数据交换
data policy,数据策略
schema mapping,架构映射
synchronous data exchange,同步数据交换
Advanced Encryption Standard,高级加密标准
edutainment,寓教于乐
document,文档
document,文档
document type,文档类型
fidelity,保真度
high-density multichip interconnect,高密度多芯片互连
Motion Picture Association of America,美国电影协会
AES,AES
HDMI,HDMI
MPAA,美国电影协会(MPAA)
Entertainment Software Rating Board,娱乐软件分级制度
ESRB,ESRB
Alcohol Reference,酒精使用
Animated Blood,动画级流血
Blood,流血
Blood and Gore,血腥
Cartoon Violence,卡通暴力
Comic Mischief,动画级恶作剧
Crude Humor,粗暴幽默
Drug Reference,毒品信息
Edutainment,寓教于乐
Fantasy Violence,幻想暴力
Informational,信息的
Intense Violence,强烈暴力
Language,语言
Lyrics,歌词
Mature Humor,成人幽默
Mild Violence,轻度暴力
Nudity,裸露
Partial Nudity,部分裸露
Real Gambling,真实赌博
Sexual Themes,性主题
Sexual Violence,性暴力
Simulated Gambling,模拟赌博
Some Adult Assistance May Be Needed,需要成人助理
Strong Language,粗暴语言
Strong Lyrics,粗暴歌词
Strong Sexual Content,粗暴色情内容
Suggestive Themes,暗示性主题
Tobacco Reference,烟草信息
Use of Drugs,毒品使用
Use of Alcohol,酒精使用
Use of Tobacco,烟草使用
Violence,暴力
Early Childhood,幼儿早期
Everyone 10 and older,十岁及以上
Mature,成人
Rating Pending,尚未定级
Teen,十三岁及以上
Adults Only,仅限成人
Everyone,任何人
Age,时代
Violence,暴力
Bad Language,脏话
Fear,恐怖
Sex,性
Drugs,毒品
Discrimination,歧视
AO,AO
EC,EC
E,E
M,M
RP,RP
T,T
required element,必需元素
Touch Improvements,触屏改进
Project Tasks,项目任务
Windows Defender alert level,Windows Defender 警报级别
NTSC DV-AVI,NTSC DV-AVI
DV-AVI (NTSC),DV-AVI (NTSC)
PAL DV-AVI,PAL DV-AVI
DV-AVI (PAL),DV-AVI (PAL)
Sony/Philips Digital Interface,索尼和飞利浦数字接口
S/PDIF,S/PDIF
SPDIF,SPDIF
PEGI,PEGI
Pan-European Game Information,欧洲游戏信息组织
ActiveX control,ActiveX 控件
Page Editor,封面编辑器
Site Reports,网站报告
.fpx,.fpx
Flashpix,Flashpix
Wi-Fi Protected Access,Wi-Fi 安全访问
WPA,WPA
Wi-Fi Protected Access 2,Wi-Fi 安全访问 2
WPA2,WPA2
Headphone Virtualization mode,虚拟头戴耳机模式
Virtualization Mode,虚拟模式
MD5,MD5
Data Encryption Standard,数据加密标准
DES,DES
XrML,XrML
extensible rights markup language,可扩展权限标记语言
pseudo-random function,伪随机功能
PRF,PRF
.tga,.tga
TGA,TGA
MPEG-7,MPEG-7
Multimedia Content Description Interface,多媒体内容描述接口
MCDI,MCDI
S,S
sexual situations,色情内容
crude indecent language,极度粗俗语言
coarse language,粗俗语言
L,L
D,D
suggestive dialogue,含有轻微猥亵语言
fantasy violence,幻想暴力
FV,FV
.mswmm,.MSWMM
A cappella,无伴奏合唱
Acid,迷幻
Acid Jazz,迷幻爵士
Acid Punk,迷幻朋克
Acoustic,非电声音乐
Alt. Rock,另类摇滚
Alternative,另类
Ambient,氛围
Anime,动漫
Apprentice Baker,学徒
AutoMovie,自动电影
Avantgarde,前卫
Baker Supreme,高级面包师
Ballad,民谣
Basic Title,基本片头
Bass,低音
Beat,打击乐
Bebob,Bebob
Big Band,大乐团爵士
Black metal,黑色金属
Bluegrass,蓝草
Blues,蓝调
BritPop,英式吉他流行乐
Cabaret,酒馆音乐
CD burner speed,光盘刻录机速度
Celtic,凯尔特
Chamber music,室内乐
Champion of Logic,冠军
Chanson,餐馆歌舞助兴
checkmate,将军
Chorus,合唱
Christian gangsta rap,基督教黑帮说唱
Christian Rap,基督教说唱
Christian Rock,基督教摇滚
Classic Rock,古典摇滚
Classical,古典
Club,俱乐部
Club-House,俱乐部
Comedy,喜剧
Contemporary Christian,当代基督教音乐
Country,乡村音乐
Crossover,跨界音乐
Cult,异教狂热
Dance,舞曲
Dance hall,舞厅
Darkwave,黑潮音乐
Death metal,死亡金属
Detective,侦探
Disco,迪斯科
Dream,梦幻
Drum & Bass,鼓和贝司
Drum Solo,鼓独奏
Duet,二重奏
Easy Listening,轻音乐
Electronic,电子音乐
Ethnic,世界音乐
Eurodance,欧洲舞曲
Euro-house,欧洲音乐
Euro-Techno,欧洲数字音乐
Exploding,爆炸
Exploding Outline,爆炸式轮廓线
"Fade, Bounce Wipe",淡化，弹跳擦除
"Fade, Ellipse Wipe",淡化，椭圆形擦除
"Fade, In and Out",淡化，淡入淡出
"Fade, Slow Zoom",淡化，缓慢缩放
"Fade, Wipe",淡化，擦除
Fast Fusion,快速融合
Flashing,闪烁
"Fly In, Fades",飞入，淡化
"Fly In, Fly Out",飞入，飞出
"Fly In, Left and Right",飞入，从左和右
"Fly In, Top Left",飞入，从左上角
Fly Out,飞出
Folk,民谣
Folklore,民乐
Folk-Rock,民谣摇滚
Freestyle,自由风格
Funk,疯克
Fusion,融合
Game,游戏
Gangsta,黑帮
glass,玻璃
glassiness,玻璃效果
Goa,Goa
Gospel,福音音乐
Gothic,哥特式
Gothic Rock,哥特式摇滚
Grunge,垃圾摇滚
Hard Rock,硬摇滚
Hardcore,硬核
Heavy metal,重金属
Hip-Hop,嬉哈
House,浩室音乐
Humour,幽默
Indie,独立
Industrial,工业
Instrumental,乐器
Instrumental pop,器乐流行
Instrumental rock,器乐摇滚
Jazz,爵士乐
Jazz+Funk,爵士+疯克
JPop,流行爵士
Jungle,丛林音乐
Junior Detective,初级侦探
Kitchen Trainee,实习生
Latin,拉丁
Lo-Fi,低保真
Meditative,冥想音乐
Merengue,美伦格舞曲
Metal,金属
Mirror,镜像
"Moving Titles, Layered",移动片头，分层
Musical,音乐剧
National Folk,民族歌谣
Native American,美国原生音乐
New Age,新世纪
New Wave,新浪潮
News Banner,新闻横幅
"News Video, Inset",新闻视频，内凹
Newspaper,报纸
Noise,噪音
Oldies,老歌
Opera,歌剧
Other,其他
Paint Drip,颜料滴
Polka,波尔卡
Polsk Punk,波兰朋克
Pop,流行
Pop/Funk,流行/疯克
Pop-Folk,流行-民谣
Power ballad,强力情歌
Pranks,戏谑音乐
Primus,普里默斯音乐
Progressive Rock,前卫摇滚
Psychedelic,迷幻音乐
Psychedelic Rock,迷幻摇滚
Punk,朋克
Punk rock,朋克摇滚
Purble Master,Purble Master
R&B,R&B
Rap,说唱
Rave,疯狂派对
reference rasterizer,参考光栅器
Reggae,瑞格舞
Retro,怀旧
Revival,复兴
Rhythmic soul,节奏灵魂乐
Rock,摇滚
Rock & Roll,摇滚
Salsa,萨尔萨
Samba,森巴
Satire,讽刺诗文
"Scroll, Banner",滚动，横幅
"Scroll, Inverted",滚动，反转
"Scroll, Up Side-by-Side",滚动，并行向上
"Scroll, Up Stacked",滚动，向上堆叠
season tile,春夏秋冬
Senior Detective,高级警探
Showtunes,Showtunes
Ska,斯卡
Slow Jam,慢即兴演奏
Slow Rock,慢摇滚
Sonata,奏鸣曲
Soul,灵魂乐
Sound Clip,音效剪辑
Soundtrack,原声带
Southern Rock,南方摇滚
Space,太空
Speech,演说
"Spin, In",旋转，放大
"Spin, out",旋转，缩小
Sports Scoreboard,运动计分牌
stalemate,僵局
Stretch,拉伸
Subtitle,字幕
Swing,摇摆乐
Symphonic Rock,交响摇滚
Symphony,交响乐
Synthpop,合成器流行乐
Tango,探戈
Techno,数字
Techno-Industrial,数字工业
Terror,恐怖
Thrash metal,鞭挞金属
Ticker Tape,纸带
time-lapse,慢镜头
Top 40,排行榜 40
Trailer,预告片
Trance,冥想
Tribal,部落音乐
Trip-hop,迷幻舞曲
TV-14,TV-14
TV-G,TV-G
TV-MA,TV-MA
TV-PG,TV-PG
TV-Y,TV-Y
TV-Y7,TV-Y7-FV
TV-Y7-FV,TV-Y7-FV
Typewriter,打字机
Video Left,视频在左
Video Top,视频在前
"Video, In Text",视频，在文字内
Vocal,声乐
Wow!,哇!
"Zoom, In",缩放，放大
"Zoom, Out",缩放，缩小
"Zoom, Up and In",缩放，向上和放大
Parents Strongly Cautioned,家长强烈警告
General Audience,普通观众
Mature Audience Only,仅限成人观众
Parental Guidance Suggested,建议家长指导
All Children,所有儿童
Directed to Older Children,7 岁及以上儿童适宜
Directed to Older Children - Fantasy Violence,7 岁及以上儿童适宜-幻想暴力
NTLM,NTLM
enhanced key usage,增强型密钥使用 
EKU,EKU
gamma ramp,伽马校正
Internet Key Exchange,Internet 密钥交换
IKE,IKE
Import Video,导入视频
OID,OID
pan,平移
Personal Area Network,个人区域网
PAN,PAN
peak cell rate,信元峰值速率
PCR,PCR
TTS,TTS
WinSock direct,WinSock Direct
WSD,WSD
People Near Me,网络邻居
dynaset,动态集
miniversion,迷你版本
supernode,超级节点
uplink license,上行许可证
header block,头信息块
protection point,保护点
infrared connection,远红外连接
unhandled exception,未经处理的异常
Kerberos,Kerberos
saddle stitch,骑马订
Office Customization Tool,Office 自定义工具
OCT,OCT
group,组
f-number,F 值
focal ratio,焦比
f-stop,光圈值
spot metering,点测光
center-spot,中心对焦
multi-spot,多点
savepoint,保存点
synchronous connection-oriented,面向同步连接
SCO,SCO
accounts database,帐户数据库
health policy,健康策略
IAS Server,IAS 服务器
Quarantine Agent,隔离代理
QA,QA
Information Access Service,信息访问服务
IAS,IAS
Quarantine Enforcement Server,强制隔离服务器
QES,QES
Quarantine Server,隔离服务器
QS,QS
statement of health,运行状况声明
SoH,SoH
statement of health response,运行状况声明响应
system health agent,系统健康代理
SHA,SHA
system health validator,系统健康验证程序
SHV,SHV
navigational flick,导航笔势
editing flick,编辑笔势
personalization,个性化
shape adaptation,形状适应
Shape Client,形状客户端
Shape Manager,形状管理器
shape trainer,形状训练程序
Type-Length-Value,类型-长度-值
"Type, Length, Value",类型，长度，值
TLV,TLV
text harvesting,词汇学习
text trainer,文本训练程序
contributor,参与者
reader,读者
multileg,多路
correction comb,更正区
cake paper,蛋糕纸
Sync Manager,同步管理器
downsample,取样缩小
e-newsletter,电子新闻稿
macro-free,未启用宏
macro-enabled,启用宏的
Microsoft Sales Leads,Microsoft Sales Leads
list,列表
mail merge,邮件合并
Pending,待定
Pricing Method,定价方式
promotion code,促销代码
Published,已发布
Source Manager,源管理器
linear fraction,分数(横式)
skewed fraction,分数(斜式)
stacked fraction,分数(竖式)
Data Connection Library,数据连结库
Office Diagnostics,Office 诊断
Presenter View,演示者视图
Summary toolbar,摘要工具栏
deliverable,可交付结果
split view,拆分视图
call graph,调用关系图
Administrative Time,管理时间
Working Time,工作时间
Non-Working Time,非工作时间
CJK Strokes,CJK 笔划
Actual Capacity,实际容量
Base Capacity,基准容量
Capacity,容量
Help Collection,帮助集合
Annual Report Preparation,准备年度报告
Develop Skills Needs - Hiring Plan - Hiring Forecast,制定技能需求 – 雇佣计划 – 雇佣预测
E-Gov-Project,电子政务项目
Evaluating Offshoring Strategy for HR Functions,评估 HR 职能外包策略
Finance and Accounting System Implementation,实施财务和会计系统
Human Resources Information System Implementation,实施人力资源信息系统
Marketing Campaign Planning,营销活动策划
Marketing Event Planning and Execution,策划和执行营销事件
Preparation of an Opening Balance Sheet at the Date of Transition to IFRS,过渡到 IFRS 的日期的期初资产负债表准备
Performance Reviews,绩效审核
Product Development Planning,产品开发规划
Product Evaluation Post Launch,投放市场后产品评估
Six Sigma DMAIC Cycle,六西格玛”DMAIC 周期
SOX Compliance and Technology Options,SOX 一致性和技术选项
Strategic Merger or Acquisition Evaluation,战略合并或收购评估
"Tradeshow Planning, Execution and Wrap-Up",贸易展览规划、执行和总结
Vendor Evaluation and Consolidation,供应商评估和合并
Microsoft Office InterConnect,Microsoft Office InterConnect
Windows Ultimate Extras,Windows Ultimate Extras 
Building Blocks Organizer,构建基块管理器
Microsoft Easy Assist,Microsoft Easy Assist
flyout anchor,飞出位置
nary,N 元
no-bar fraction,无横线分数
Directory Management Service,目录管理服务
Slide Library,幻灯片库
Monkey King,孙悟空
banded,镶边
box model,方框模型
Custom Task Wizard,自定义任务向导
Link Data Sources Wizard,链接数据源向导
instrumentation overhead,检测开销
instrumented module,被检测模块
BitLocker,BitLocker
hosting environment,宿主环境
data connection file,数据连接文件
Microsoft Visual Studio Tools for Applications,Microsoft Visual Studio Tools for Applications
Visual Studio Tools for Applications,Visual Studio Tools for Applications
VSTA,VSTA
offline data source,脱机数据源
ultra-mobile PC,超级移动电脑
UMPC,UMPC
802.1X,802.1X
IEEE 802.1X security standard,IEEE 802.1X 安全标准
black box,黑盒
black box test,黑盒测试
white box view,白盒视图
access point,接入点
ad hoc network,临时网络
computer-to-computer network,计算机到计算机网络
broadband over power lines,电力宽带
BPL,BPL
Character Map,字符映射表
Classic view,经典视图
definitions,定义
detectable,可检测到的
DirectInput,DirectInput
Internet Message Access Protocol,Internet 消息访问协议
discoverable,可检测到的
DSL filter,DSL 筛选器
Fast User Switching,快速用户切换
fax account,传真帐户
fax server,传真服务器
flash memory card,闪存卡
High-Definition Television,高清晰度电视
HDTV,HDTV
IMAP,IMAP
malicious software,恶意软件
wireless wide area network,无线广域网
WWAN,WWAN
passkey,密钥
Data Selector Wizard,数据选取器向导
anti-phishing,防钓鱼
fraudulent,欺骗性的
passphrase,密码
Remote Desktop Protocol,远程桌面协议
RDP,RDP
scan profile,扫描配置文件
SSID,SSID
standard account,标准帐户
surge suppressor,电涌抑制器
sync conflict,同步冲突
sync error,同步错误
system event,系统事件
terminal program,终端程序
TV tuner card,电视调谐器卡
Universal Disk Format,通用磁盘格式
UDF,UDF
UPnP technology,UPnP 技术
USB flash drive,U 盘
vCard,vCard
Wired Equivalent Privacy,有线等效保密
WEP,有线等效保密
Winsock proxy client,Winsock 代理客户端
Windows Servicing,Windows 维护服务
combo box control,组合框控件
offline mode,脱机模式
browser-compatible form template,浏览器兼容的表单模板
browser-enabled form template,启用浏览器功能的表单模板
user form template,用户表单模板
parent,父
Windows Mobile Device Center,Windows Mobile 设备中心
Device Center,设备中心
People Near Me,网络邻居
Printer Migration,打印机迁移
User Account Control,用户帐户控制
UAC,UAC
fraction bar,分数线
project query,项目查询
automated test,自动测试
Column Options,列选项
Common Structure Services,通用结构服务
costed,已开销的
coverage collection,覆盖率收集
data collection logger,数据收集记录器
Partner Test,合作伙伴测试
project vision,项目远景
Query Builder,查询生成器
Query View,查询视图
Results view,结果视图
risk statement,风险声明
run configuration,运行配置
Run Query,运行查询
scope,范围
Team Foundation Server,Team Foundation Server
team project portal,团队项目门户
Team Test,Team Test
test case,测试用例
test harness,测试工具
triage team,会审团
Work Item Form view,工作项表单视图
work item ID,工作项 ID
Work Item Query Language,工作项查询语言
WIQL,WIQL
Business Card,名片
BitLocker Drive Encryption,BitLocker 驱动器加密
automatic learning,自动学习
digital ink,数字墨迹
driver protection list,驱动程序保护列表
Windows Mobility Center,Windows 移动中心
RAS account,RAS 帐户
touch input,触控输入
touch pointer,触摸屏指针
Document Explorer,文档资源管理器
allow list,允许列表
Live Icon,Live Icon
Windows Flip,Windows 窗口切换
Windows Flip 3D,Windows 三维窗口切换
Network Explorer,网络资源管理器
Crypto API Diagnostics,加密 API 诊断
Windows Fax and Scan,Windows 传真和扫描
wax paper,蜡纸
Web Content Filter,网站内容筛选器
Zip/Postal Code,邮政编码
C,C
Network Awareness,网络感知
Peer Name Resolution Protocol,对等名称解析协议
PNRP,PNRP
workflow process,工作流程
map,映射
sales territory,销售区域
uplink ID,上行 ID
poisoning intrusion,病毒入侵
ISA Server Management,ISA 服务器管理
passcode,密码
Trusted Root Certification Authorities,受信任的根证书颁发机构
uplink,上行
ghosted item,ghosted item
ghosting,ghosting
commitment,提交
logical link control and adaptation protocol,逻辑链路控制和适配协议
L2CAP,L2CAP
primary business contact,主要业务联系人
WPP,WPP
Windows preprocessor,Windows 预处理程序
boundary,边界
protected distribution point,受保护的分发点
collection,集合
Application Settings,应用程序设置
authentication delegation,身份验证委派
Authentication Validation,身份验证
compression filter,压缩筛选器
Cross Array Link Translation,跨阵列链接转换
custom limit,自定义限制
Customer Feedback,客户反馈
differentiated services,差分服务
DiffServ,DiffServ
DiffServ filter,DiffServ 筛选器
DiffServ priority,DiffServ 优先级
end-to-end authentication,端到端身份验证
Exchange Publishing Attachment Blocking,Exchange 附件发布阻止
Exchange Publishing Rule Wizard,Exchange 发布规则向导
external load balancer,外部负载平衡器
flood attack,淹没攻击
flood attack mitigation,淹没攻击缓解
Flood Mitigation,淹没缓解
global mapping,全局映射
HTML form set directory,HTML 表单集目录
HTTP compression,HTTP 压缩
HTTP to HTTPS Redirection,HTTP 到 HTTPS 重定向
internal site name,内部站点名称
IP Exceptions,IP 例外
Kerberos constrained delegation,Kerberos 约束委派
Link redirect,链接重定向
link translation mapping,链接转换映射
load-balanced Web server,负载平衡 Web 服务器
local mapping,本地映射
logoff URL,注销 URL
Microsoft Update Cache Rule,Microsoft Update 缓存规则
public name suffix,公用名称后缀
publish multiple Web sites,发布多个网站
Web Server protocol,Web 服务器协议
RADIUS One-Time Password,RADIUS 一次性密码
RADIUS OTP,RADIUS OTP
Redirect URL,重定向 URL
secured connection,安全连接
SharePoint Publishing Wizard,SharePoint 发布向导
worm propagation,蠕虫传播
unpublished site,未发布的站点
TCP connect request,TCP 连接请求
topoloader,拓扑加载器
SSL server certificate,SSL 服务器证书
SSL client certificate,SSL 客户端证书
VAT ID,增值税 ID
Overview,概述
Image Gallery,图像库
Business Applications,业务应用程序
Administration,管理
User's Guide,用户手册
Getting Started,入门
Start Here,从这里开始
responder,响应方
Getting Started CD,入门 CD
task pane,任务窗格
active requisition,当前申请
hiring requisition,招聘申请
saved requisition,保存的申请
requisition,申请
security role,安全角色
role,角色
mirrored server,镜像服务器
series line,系列线
array,阵列
row,行
recipient,收件人
radar chart,雷达图
proofing tools,校对工具
drop,删除
page setup,页面设置
calendar,日历
online manual,联机手册
personal settings,个人设置
flyer,传单
journal,日记
newsletter,新闻稿
resume,简历
return address,寄信人地址
address,地址
manual,手动
cover letter,随函
Task Launcher,任务启动程序
password stealer,密码窃取程序
mixer tile,mixer tile
joke program,玩笑程序
efficiency bonus,绩效奖
crossover cable,交叉电缆
PC-to-PC cable,PC 到 PC 电缆
bonus indicator,奖金标志
software bundler,软件捆绑程序
Application Agent,应用程序代理
Internet Agent,Internet 代理
System Agent,系统代理
AOL exploit,AOL exploit
backdoor,后门
browser modifier,浏览器修改程序
dialer,拨号器
e-mail flooder,特洛伊木马邮件群发器
file sharing program,文件共享程序
ICQ exploit,ICQ 攻击
keylogger,按键记录器
monitoring software,监控软件
nuker,nuker
remote control software,远程控制软件
security disabler,安全禁用程序
settings modifier,设置修改程序
World Clock,世界时钟
retail key,零售密钥
curriculum vitae,履历
CV,CV
shadow,阴影
share,共享
Shut Down,关机
high-definition multimedia interface,高分辨率多媒体界面
Attachment Previewing,附件预览
Attachment Previewer,附件预览程序
Calendar Snapshot,日历快照
signature,签名
drawing object,图形对象
complex number,复数
Check Names,检查姓名
hate speech,仇恨言论
kernel mode exception,内核模式异常
kernel exception,内核异常
kernel fault,内核错误
Blue Screen of Death,蓝屏死机
BSOD,BSOD
kernel exception signature,内核异常签名
user mode exception,用户模式异常
user exception,用户异常现象
Windows Error Reporting,Windows 错误报告
notebook,笔记本
page time,页面时间
Notes E-mailed To Me,发给我的电子邮件笔记
Shared Address Information,共享地址信息
search scope,搜索范围
billfold,记事本
inking,墨迹书写
Windows Problem Reporting,Windows 问题报告
MSR partition,MSR 分区
Internet Explorer,Internet Explorer
tabbed browsing,选项卡浏览
Windows Anytime Upgrade,Windows Anytime Upgrade
digital license,数字许可证
WAU,WAU
Low-rights IE,低权限 IE
ink collection mode,墨迹收集模式
in-air packet,in-air packet
simultaneous multithreading,多线程并行处理
SMT,SMT
hyperthreading,超线程
"Brightness, Decrease",亮度，降低
"Brightness, Increase",亮度，提高
Ease In,渐入
Ease Out,渐出
"Fade In, From Black",淡入，从黑起变
"Fade In, From White",淡入，从白起变
"Fade Out, To Black",淡出，变黑
"Fade Out, To White",淡出，变白
"Film Age, Old",旧胶片，旧
"Film Age, Older",旧胶片，较旧
"Film Age, Oldest",旧胶片，最旧
Film Grain,胶片颗粒
"Hue, Cycles Entire Color Spectrum",色调，循环整个色谱
"Mirror, Horizontal",镜像，水平
"Mirror, Vertical",镜像，垂直
Pixelate,像素化
Posterize,招贴画效果
Rotate 180,旋转 180
Rotate 270,旋转 270
Rotate 90,旋转 90 
Sepia Tone,棕褐色调
"Slow Down, Half",放慢，减半
"Speed Up, Double",加速，双倍
Threshold,阈值
Watercolor,水彩
Panning Hand,全景手柄
Windows Easy Transfer,Windows 轻松传送
plumb,联结
unplumb,取消联结
Automatic Speech Recognition,自动语音识别
ASR,ASR
endorsement key,认可密钥
hardware interface,硬件接口
12+ ,12+ 
16+,16+
18+,18+
3+,3+
7+,7+
PnP-X,PnP-X
plug-and-play extensions,即插即用扩展
Complete the merge,完成合并
outgoing proxy,传出代理
outbound proxy ,出站代理
$OEM$,$OEM$
Perlin Noise,Perlin Noise
turbulence force,紊流力
%SYSTEMROOT%,%SYSTEMROOT%
turbulence speed,紊流速度
turbulence octave,干扰放大
%WINDIR%,%WINDIR%
autologger,自动记录器
.dll file,.dll 文件
dynamic-link library file,动态链接库文件
.wmi,.wmi
8.3,8.3
activation,激活
Boot Configuration Data,引导配置数据
BCD,BCD
block level backup,块级备份
Desktop Window Manager,桌面窗口管理器
Family Safety,家庭安全
gloss optimizer,光泽优化器
Hardcopy Cable Replacement Profile,Hardcopy Cable Replacement Profile
holding cell,放牌格
Task Scheduler,任务计划程序
Task Scheduler Wizard,任务计划程序向导
Pairwise Master Key,Pairwise Master Key
DWM,DWM
HCRP,HCRP
free cell,空白格
PMK,PMK
Active Messaging Protection,主动邮件保护
anti-poisoning intrusion detection,防毒入侵检测
AutoConnect,AutoConnect
bifurcation,收件人拆分
Calendar Attendant,日历助理
Calendar Concierge,日历助手
Classless Interdomain Routing,无类别域际路由选择
device password,设备密码
Dial by Name,按名字拨叫
directory harvest attack,帐户搜集攻击
ethical wall,信息隔离墙
EXCH50 binary large object,EXCH50 二进制大型对象
Exchange ActiveSync,Exchange ActiveSync
false positive,误报
heartbeat interval,检测间隔
HIPAA Privacy Rule,HIPAA 隐私规则
in-country number format,国家/地区内号码格式
Information Rights Management,信息权限管理
international access code,国际接入编码
international number format,国际号码格式
LinkAccess,LinkAccess
Matched Name Selection Method,匹配的名称选择方法
Message Layer Security,消息层安全性
open proxy,开放代理服务器
Outlook Voice Access,Outlook Voice Access
Outlook Web Access Web Part,Outlook Web Access Web 部件
outside line access code,外线接入编码
phishing confidence level,网络钓鱼可能性等级
Pickup directory,拾取目录
real-time block list,实时阻止列表
remote device wipe,远程设备擦除
Resource Booking Attendant,资源预定助理
Scheduling Assistant,日程安排助理
spam confidence level,垃圾邮件可信度
spoofed mail,欺骗邮件
store driver,存储驱动程序
Submission queue,提交队列
Telephone User Interface,电话用户界面
three-factor authentication,三重身份验证
two-factor authentication,双因素身份验证
voice message,语音消息
Voice User Interface,语音用户界面
WebReady Document Viewing,WebReady Document Viewing
binary large object,二进制大型对象
dual-tone multiple-frequency,双音多频
BLOB,BLOB
BLOb,BLOb
blob,blob
DTMF,DTMF
VUI,VUI
TUI,TUI
SCL,SCL
RBL,RBL
EXCH50 BLOB,EXCH50 BLOB
CIDR,CIDR
IRM,IRM
Component-Based Servicing,基于组件的服务
CBS,CBS
Cluster service,群集服务
Component Platform Interface,组件平台接口
CPI,CPI
ecosystem,生态系统
Internet access provider,failed
Base Filtering Engine,基本筛选引擎
BFE,BFE
chimney,烟囱
offload target,卸载目标
state object,状态对象
fallback language,回退语言
Get Connected Wizard,连接向导
GCW,GCW
bid,投标
weblog,网络日志
blog,博客
blogger,博客主
cached page,缓存页
ImageX,ImageX
language collection,语言集合
Language Interface Pack,语言界面包
LIP,LIP
language-dependent,从属语言
language-neutral,中性语言
language-specific,特定语言
expiration date,到期日期
homepage,主页
payment method,付款方式
photo album,相册
preview pane,预览窗格
results,结果
search engine optimization,搜索引擎优化
skyscraper,摩天大楼
skyscraper ad,摩天大楼广告
skyscraper banner,摩天大楼横幅
sponsored site,赞助商站点
sponsorship,赞助
State/Region,国家/地区
IAP,IAP
Microsoft Software License Terms,Microsoft 软件许可条款
oobe.xml file,oobe.xml 文件
package,程序包
Package Manager,程序包管理器
partial localization,部分本地化
SRK,SRK
storage root key,存储根密钥
play count,播放计数
playhead,播放指针
Microsoft PnP Utility,Microsoft PnP 工具
Windows Assistance Online,Windows 联机协助
WOA,WOA
Live Sharing Session,实时共享会话
microprocessor,微处理器
processor,处理器
Protected Environment Authorization service,受保护环境授权服务
stealth mode,隐藏模式
supplicant,请求方
swizzle,重排
unswizzle,取消混合
System Protection,系统保护
Time Stamp Counter,时间戳计数器
Windows Filtering Platform,Windows 筛选平台
Welcome Center,欢迎中心
Reliability Monitor,可靠性监视程序
low level format,低级格式化
PEAUTH,PEAUTH
TSC,TSC
WFP,WFP
Settings Management Interface,设置管理界面
SMI,SMI
Switch User,切换用户
trackback,引用通告
DC,DC
Backup Recovery Migration tool,备份恢复迁移工具
Device Bay,设备扩展坞
critical volume,关键卷
Windows Preinstallation Environment,Windows 预安装环境
Windows Recovery Environment,Windows 恢复环境
driver injection,驱动程序注入
full volume encryption,全卷加密
ASR,ASR
Automated System Recovery Preparation Wizard,自动系统恢复准备向导
volume license key,批量许可证密钥
volume license,批量许可证
helper DC,帮助器 DC
SYSVOL,SYSVOL
Microsoft Windows Resource Exhaustion Detector,Microsoft Windows 资源耗尽检测程序
Microsoft Windows Resource Exhaustion Resolver,Microsoft Windows 资源耗尽解决程序
Windows Activation Client,Windows 激活客户端
cryptobinding,加密绑定
firewall traversal,防火墙通道
Effect Compiler,效果编译器
Automated System Recovery,自动系统恢复
volume license product key,批量许可证产品密钥
crypto set,加密集
resource exhaustion detector,资源耗尽探测器
resource exhaustion resolver,资源耗尽解决程序
Windows PE,Windows PE
system control area,系统控制区域
system-preferred interface language,系统首选界面语言
ultimate fallback language,最终回退语言
user locale,用户区域设置
user-preferred interface language,用户首选界面语言
Windows image,Windows 映像
Windows SIM,Windows SIM
sleep mode,休眠模式
Active Directory Domain Services,Active Directory 域服务
Active Directory Lightweight Directory Services,Active Directory 轻型目录服务
AD FS,AD FS
Active Directory Certificate Services,Active Directory  证书服务
page header,页面页眉
Autounattend.xml,Autounattend.xml
component,组件
configuration pass,配置阶段
SideShow,SideShow
speaker fill,扬声器填充
Software Licensing Commerce Client,软件授权商务客户端
Software Licensing Service,软件授权服务
tab set,选项卡集
Alcohol,酒精
Bomb Making,炸弹制作 
Gambling,赌博 
Mature content,成人内容 
Pornography,色情
